,index,timestamp,label,duration
0,4,1243.7869640449935,start_of_experiment,0.0
1,12,1244.0395457549894,Ready_Tone,0.0
2,101,1247.0327585310151,Reference_tone,0.0
3,221,1251.0501938230009,comparison_tone,0.0
4,340,1255.0331858179998,Answe_tone,0.0
5,391,1256.7507999830125,feedback_tone,0.0
6,600,1263.7526145110023,End_of_Trial,0.0
