trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,text_7.started,text_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,sound_31.started,sound_31.stopped,text_10.started,text_10.stopped,polygon_26.started,polygon_26.stopped,sound_26.started,sound_26.stopped,polygon_27.started,polygon_27.stopped,sound_27.started,sound_27.stopped,polygon_28.started,polygon_28.stopped,sound_28.started,sound_28.stopped,polygon_29.started,polygon_29.stopped,sound_29.started,sound_29.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,polygon_30.started,polygon_30.stopped,sound_30.started,sound_30.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_4.started,sound_4.stopped,polygon_5.started,polygon_5.stopped,sound_5.started,sound_5.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_6.started,polygon_6.stopped,sound_6.started,sound_6.stopped,polygon_7.started,polygon_7.stopped,sound_7.started,sound_7.stopped,polygon_8.started,polygon_8.stopped,sound_8.started,sound_8.stopped,polygon_9.started,polygon_9.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,sound_9.started,sound_9.stopped,polygon_24.started,polygon_24.stopped,sound_24.started,sound_24.stopped,polygon_10.started,polygon_10.stopped,sound_10.started,sound_10.stopped,polygon_11.started,polygon_11.stopped,sound_11.started,sound_11.stopped,polygon_12.started,polygon_12.stopped,sound_12.started,sound_12.stopped,polygon_13.started,polygon_13.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_13.started,sound_13.stopped,polygon_25.started,polygon_25.stopped,sound_25.started,sound_25.stopped,polygon_14.started,polygon_14.stopped,sound_14.started,sound_14.stopped,polygon_15.started,polygon_15.stopped,sound_15.started,sound_15.stopped,polygon_16.started,polygon_16.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,polygon_17.started,polygon_17.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon_18.started,polygon_18.stopped,sound_18.started,sound_18.stopped,polygon_19.started,polygon_19.stopped,sound_19.started,sound_19.stopped,polygon_20.started,polygon_20.stopped,sound_20.started,sound_20.stopped,polygon_21.started,polygon_21.stopped,sound_21.started,sound_21.stopped,polygon_22.started,polygon_22.stopped,sound_22.started,sound_22.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_23.started,polygon_23.stopped,sound_23.started,sound_23.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.7907946619962,None,472.7937622241792,None,479.7900224959885,None,479.7981165841396,None,483.8044788840052,None,483.81311628613037,None,487.8058323279838,None,lshift,1,0.36664068198297173,487.8058323279838,None,487.814366107143,None,489.19141532099457,None,489.19790552414486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.2040732940077,None,499.199957254203,None,506.1958183819952,None,506.2051061191363,None,510.2122217459837,None,510.22116005415444,None,514.2118582109979,None,lshift,1,0.4706155300082173,514.2118582109979,None,514.2215409511467,None,515.6988515880075,None,515.7060653671564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.707915003004,None,527.7090980862034,None,531.7009090869979,None,531.7105924781412,None,535.7026289310015,None,535.7117877191398,None,539.7038965889951,None,rshift,1,0.36058914300519973,539.7038965889951,None,539.7132016501331,None,541.0899235169927,None,541.0967200561485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0907086920051,None,552.0995079461776,None,556.0903309749847,None,556.1009989331418,None,560.0942354300059,None,560.1036927021399,None,564.0940347669821,None,lshift,1,0.5124524509883486,564.0940347669821,None,564.1044389861403,None,565.6296133619908,None,565.6380044331366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6399293539871,None,576.6420152971754,None,582.6308423029841,None,582.6416532701463,None,586.6341401709942,None,586.6431542551494,None,590.6341394170013,None,rshift,1,0.4173345529998187,590.6341394170013,None,590.6443661531433,None,592.0684433800052,None,592.0779791441513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.0726948640076,None,604.080768002203,None,609.0728146879992,None,609.0824478461349,None,613.0737632869859,None,613.0836190041504,None,617.074776502006,None,rshift,1,0.45370077501866035,617.074776502006,None,617.08509752315,None,618.5439599149977,None,618.5519908341288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5510078579828,None,629.5545954401954,None,632.5465058189875,None,632.5560604591504,None,636.5482895669993,None,636.5573955801432,None,640.5483845380077,None,lshift,1,0.4230998679995537,640.5483845380077,None,640.5587146261299,None,641.9832810389926,None,641.9924784511444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.9936423620093,None,650.9952882331912,None,653.985945191991,None,653.9961758071498,None,657.9887088690011,None,657.9967538601544,None,661.9890487699886,None,rshift,1,-2.055580126005225,661.9890487699886,None,661.9990789171483,None,662.995499384997,None,663.0056988711352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.9975193059945,None,673.0009037061885,None,677.9919579270063,None,678.0024789251387,None,681.9984456920065,None,682.0074955531512,None,685.9939704959979,None,rshift,1,0.5005044209829066,685.9939704959979,None,686.0048389241332,None,687.5125450280029,None,687.5217406281503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.5155609739886,None,695.5234107001801,None,701.5168539939914,None,701.5261103171564,None,705.5187641429948,None,705.5275867091317,None,709.5171926050098,None,rshift,1,0.5442755339900032,709.5171926050098,None,709.5278330291388,None,711.0707452239876,None,711.078888711147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0776594670024,None,719.080644386186,None,725.0726755569922,None,725.0830905951501,None,729.0741065900074,None,729.0835575211444,None,733.0741697280027,None,lshift,1,0.7813023830240127,733.0741697280027,None,733.0849060011445,None,734.8779194880044,None,734.8873399401549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.3808346260048,None,space,0,22.623638414981542,745.3808346260048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.523031514982,None,769.529963348154,None,773.5213148430048,None,773.529790092149,None,777.5228692859819,None,777.5313925031572,None,781.5224787839979,None,lshift,1,0.9989953329786658,781.5224787839979,None,781.5324389131332,None,783.5407285050023,None,783.5493976361525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.5540969980066,None,791.5518057521898,None,796.5438953789999,None,796.5545385831559,None,800.5620405699883,None,800.5715092631348,None,804.545032192982,None,rshift,1,0.41444535000482574,804.545032192982,None,804.5550113801495,None,805.9799606860033,None,805.9893331171537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.9893021110038,None,814.9914622561831,None,820.9828497639974,None,820.9939705161436,None,824.9880038590054,None,824.9953082521446,None,828.9852268029936,None,lshift,1,0.4172461320122238,828.9852268029936,None,828.9957047951524,None,830.421956842998,None,830.4300451921357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.4313102510059,None,838.4316635732015,None,842.4225160029891,None,842.4331278581288,None,846.4241044590017,None,846.4344275761454,None,850.4271540369955,None,rshift,1,0.482319489994552,850.4271540369955,None,850.4371708611492,None,851.9285689310054,None,851.9373201201437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.9300329890102,None,862.9385797171911,None,866.9296871249971,None,866.9401215531456,None,870.9328479499964,None,870.9417608501448,None,874.9321555710048,None,lshift,1,0.36931793999974616,874.9321555710048,None,874.9428753201558,None,876.3170595050033,None,876.3262639711378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.3206688049831,None,884.3281288431957,None,890.3212631669885,None,890.3305569611315,None,894.3223538569873,None,894.3310579731536,None,898.3225404789846,None,lshift,1,0.4309342780034058,898.3225404789846,None,898.3324183761491,None,899.7733125769882,None,899.7824767381302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.7886549629911,None,911.7880406421958,None,914.7774929539883,None,914.7882399341382,None,918.7956972770044,None,918.8048315771506,None,922.778569165006,None,lshift,1,0.48990440799389035,922.778569165006,None,922.7893185921479,None,924.2802775249875,None,924.2896017781517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.2852816660015,None,932.2921937301929,None,939.2835757650028,None,939.2939530371572,None,943.2859168610012,None,943.2953542201489,None,947.2858802939882,None,rshift,1,0.38259701000060886,947.2858802939882,None,947.2966975981311,None,948.6888432879932,None,948.6967942991527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.6913147319865,None,959.6996694211906,None,965.6934722489968,None,965.7021192031447,None,969.6973875660042,None,969.7041178561398,None,973.6952318219992,None,rshift,1,0.8542363570013549,973.6952318219992,None,973.7045553391566,None,975.5641844249913,None,975.5716823871538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.578348140989,None,984.5735164572019,None,989.5850316479919,None,989.5925198941317,None,993.5832454529882,None,993.5929534321534,None,997.5834435739962,None,rshift,1,0.4630296280083712,997.5834435739962,None,997.5943900361366,None,999.0715594539943,None,999.0780464031326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.0808767190028,None,1009.0805821271846,None,1014.073792938987,None,1014.0821651681384,None,1018.0736939729832,None,1018.0834688171511,None,1022.0741488369822,None,rshift,1,0.4033247159968596,1022.0741488369822,None,1022.0847756211355,None,1023.4928916129866,None,1023.5016569591302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.9992676090042,None,space,0,28.6832097240258,1033.9992676090042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.1933748349838,None,1064.2010416901671,None,1070.1899819560058,None,1070.198971751152,None,1074.2068246319832,None,1074.2161419791287,None,1078.2006593641477,None,1078.192041737988,None,lshift,1,5.56932125199819,1079.185166307987,None,1085.7631754009926,None,1085.7714306961338,1086.7714821629925,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.7638808339834,None,1093.7715267012013,None,1098.7638073769922,None,1098.7732592071466,None,1102.7654082920053,None,1102.774576813134,None,1106.7757858771424,None,1106.7652615339903,None,lshift,1,15.763832602999173,1107.7596395849832,None,1124.5418918170035,None,1124.5511576861377,1125.564942447003,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.5499318809889,None,1135.5500926981972,None,1141.5442162980034,None,1141.5536050091382,None,1145.5452460800007,None,1145.554613960156,None,1149.554539043142,None,1149.5438192319998,None,lshift,1,12.119842752988916,1150.5386382349825,None,1163.6666000100086,None,1163.675467213156,1164.6763846570102,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.6750319720013,None,1174.677374565194,None,1179.6697549819946,None,1179.6797091881513,None,1183.6728702789987,None,1183.6809787251464,None,1187.6823378371541,None,1187.6723940809898,None,lshift,1,9.211544074001722,1188.6659350020054,None,1198.8928245959978,None,1198.9012510361558,1199.9048699419945,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.884848435002,None,1210.8925475141791,None,1215.880340809992,None,1215.8906284111495,None,1219.8860864450107,None,1219.8950849271555,None,1223.8924449831306,None,1223.8820931259834,None,lshift,1,2.1005996280000545,1224.8768771009927,None,1228.0011311410053,None,1228.0105072711362,1229.0116000990092,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0065834129928,None,1238.0133108121868,None,1245.0058478839928,None,1245.01635985013,None,1249.0237683209998,None,1249.0330566171383,None,1253.0176599561296,None,1253.0066011720046,None,rshift,1,0.048612467013299465,1253.9858905909932,None,1255.0426028259972,None,1255.0521070571326,1256.0535460060055,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0572625969944,None,1263.054765723186,None,1268.0614398010075,None,1268.0717776541483,None,1272.0644505560049,None,1272.073342380149,None,1276.074700386153,None,1276.0641191109899,None,rshift,1,3.2881971720198635,1277.058272706985,None,1281.3663827170094,None,1281.3761091881374,1282.3764621459995,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.373763509997,None,1291.3792543781806,None,1298.370924471994,None,1298.3806516591344,None,1302.373078145989,None,1302.3820613861376,None,1306.383318980143,None,1306.3725014110096,None,rshift,1,1.722608901996864,1307.3668639609823,None,1310.1094035290007,None,1310.1178925161425,1311.1181905859848,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-05-13_11h47.45.121,Trial_Exp,2022.1.2,59.93643369747552,
