text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.808856232906692,None,12.808856232906692,None,0,,,space,0.07578367809765041,14.79115176293999,None,,,,,,,,,,,,,,11111,001,2022-10-25_18h21.11.670,Trial_Exp,2022.1.2,59.90985003994225,
,,,,,,,,,,,14.89168493496254,None,29.895572049892507,None,29.895572049892507,None,0,,,space,6.985792598105036,31.863319684984162,None,11111,001,2022-10-25_18h21.11.670,Trial_Exp,2022.1.2,59.90985003994225,
