trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,text_7.started,text_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,sound_31.started,sound_31.stopped,text_10.started,text_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.573768979986198,None,space,8.55112319701584,12.573768979986198,None,,,,,calibrate,001,2022-05-13_13h41.03.680,Trial_Exp,2022.1.2,60.01971671441186,
,,,,,,,,,,12.579449894139543,13.582294521009317,12.573768979986198,None,,,,,,,
