text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
29.253419016022235,None,29.253419016022235,None,0,,,space,13.14228301498224,30.23678094302886,None,,,Trialfinal,001,2022-05-13_10h53.52.269,Trial_Exp,2022.1.2,60.038273918737424,
,,,,,,,,,,,43.407554875011556,None,,,,,,,
