,index,timestamp,label,duration
0,5,1072.8744359850025,start_of_experiment,0.0
1,12,1073.1253587180036,Ready_Tone,0.0
2,102,1076.1315370390002,Reference_tone,0.0
3,221,1080.1330107770043,comparison_tone,0.0
4,341,1084.1329027169995,Answe_tone,0.0
5,388,1085.735002396999,feedback_tone,0.0
6,597,1092.7356359769983,End_of_Trial,0.0
