,Participant,Comparison Hertz,3s-pre-ready,2s-pre-ready,1s-pre-ready,0th-time,at-ready,1s-post-ready,2s-post-ready,at-standard,1s-post-standard,2s-post-standard,3s-post-standard,at-comparison,1s-post-comparison,2s-post-comp,3s-post-comp,at-response,1s-post-response,2s-post-response,3s-post-response,4s-post-response,Response (Correct/Incorrect),Baseline
6_2,6,832,4.323980047935754,4.343006148678223,4.263396286520439,,4.420616740958368,4.045493172081021,4.3128131494936115,4.069695821213462,4.390696349422385,4.44598942624579,4.293051970292087,4.634642207218809,4.506852478966093,4.930321643612546,5.128229844791404,4.894180173301471,4.963906030168171,4.823984969383837,4.961187278942774,5.056653191607923,Correct,4.333493098306988
6_3,6,832,4.097476347889435,4.329481498453339,4.367488494665529,,4.864660921730372,4.478848183175228,4.31573768593752,5.107575528180121,4.9079149702222145,4.886314743741641,4.990060146658818,5.362990427495881,5.20731642181417,5.331202160621151,5.4392011442914265,5.345992938605033,5.53170108038844,5.460348764609302,5.240570757343738,5.426462411083239,Correct,4.213478923171387
6_4,6,832,4.620781607496876,4.834353704915263,4.982033844091198,,5.420349592225507,5.127335548751232,5.213826234814641,4.965199114603803,4.9046414408351575,4.89466713384116,4.9628328071787395,4.922508576977016,4.978743520412055,5.041921620005451,5.079127313327935,4.981048560965198,5.0311341068511055,5.080148628054766,5.012008337652723,4.9157114626698055,Correct,4.72756765620607
6_5,6,832,4.950863505505376,5.249452109122332,5.207305124931726,,4.918218793192578,5.073249362338434,5.735282413363116,5.173357773213626,4.829686817383707,4.674874162002998,4.340053270823602,4.430096795011678,5.153458308965333,4.9323004256926986,4.797356474287794,4.888543755465363,5.0056393445543845,5.20480212835129,5.172676602235395,5.063078273634698,Correct,5.100157807313854
7_1,7,832,2.97996445177723,2.7233193449278503,2.725711978475696,,2.752507766439389,2.5662331070525566,2.484595485177839,2.465458479618252,2.4876240756786747,2.4349774546175404,2.252745403206818,2.2774740370303133,2.397967991427016,2.539382639422955,2.4487110064931508,2.5082857487091164,2.3972635207714124,2.528086801402365,2.457766713780344,2.302224582861153,Correct,2.8516418983525402
7_2,7,832,2.628977619497769,2.6532093749428713,2.458749011524625,,2.279344816685335,2.234439144977055,2.214034791921503,1.8561707857335186,1.935808349469599,2.015049714053361,2.2896339539439365,1.5699435398435835,1.463196246720245,1.6722728810480825,2.4338650423465418,2.547623582520696,2.8214391997812496,2.921588239257524,2.928286242117945,2.8511534824334084,Correct,2.64109349722032
7_3,7,832,,,,2.368064660093189,2.420158713202804,2.195611995760991,2.2548643550202625,2.190840771071327,2.1754316785364933,2.0927732266380032,1.8700393283440224,1.8559656568250649,1.8187702597352629,1.8896401909654927,1.8553313095173916,1.8536292688847815,1.945957079363076,2.0454093099196644,1.9735940206037663,1.926575306331341,Correct,2.368064660093189
7_4,7,832,REJECT,,,,,,,,,,,,,,,,,,,,,
7_5,7,832,2.127356950417362,2.2225083046641174,2.313615403048295,,1.8053154770469724,1.7819000830608995,1.8394048820153874,2.488608826485948,2.2486040801098213,2.4988580820826742,2.859824070135628,2.5520312902765174,2.8197695277167614,2.9239070590631697,3.1757517173126217,2.937201301181719,2.962370683683721,2.9774864833437134,2.3826582443859907,2.390237215373199,Correct,2.1749326275407395
8_1,8,832,2.908760242812052,3.109937148462204,2.8284671972082855,,2.3505972552780547,2.3378688606259517,2.5917247969158534,2.67559723329691,2.8653378798086324,2.678351124825003,2.9272555882815183,3.086679584996815,3.329370429360481,3.3585494667251807,3.4213002953512195,3.4606520613495726,3.522506375345982,3.308057058980887,3.0568514449723607,3.0250136466212,Incorrect,3.0093486956371276
8_2,8,832,1.8568093129737373,2.090680788233753,2.230724588669499,,2.167351734334945,2.0838890327699664,1.8848689109881613,2.06339641240411,2.2556402032885403,2.2469591545324437,2.310863741824463,2.3198588082077967,2.5094545247480395,2.4326346588937686,2.233597581181479,2.557864611380787,2.510925675191426,2.356427099899867,2.1200736574916927,1.884414182838602,Correct,1.973745050603745
8_3,8,832,1.9929517278137057,2.107843385570866,2.2684476713896813,,2.4247058243640454,2.4902019503359885,1.9957223181930783,2.389161600485677,2.1497326166861748,1.9100516667697112,1.949776623643537,2.3257889408698724,2.4654225474022047,2.424813461584607,2.207390781347409,2.1528099233287827,2.260245703893634,2.438937476766119,2.3055562478733393,2.3462452265704057,Correct,2.050397556692286
8_4,8,832,2.7734223263317337,2.768455438864528,2.9188502401673957,,3.0802562039661363,2.8632049138576527,2.8851545090535144,2.622204418063698,2.7940765911984045,2.9578281270896962,2.718764311119029,2.6755658368478374,2.9808114802701575,3.2517793853079127,3.1421529332365092,2.798795576691081,2.6830103979881814,2.829399724428349,3.0478121966099456,3.1085174137245706,Correct,2.7709388825981307
8_5,8,832,2.7007591073155313,2.8198141149628024,2.66357966399741,,3.0759118028234087,2.8335162533048455,2.7206836957428497,2.678495573523146,2.662325093172976,2.9522369257744305,2.9216438546028,2.8431720432224554,2.989399145009262,3.153340812997772,3.2755488689891363,3.2516487520242094,3.112441291617162,3.37392716158742,3.354307033254754,3.6007767427237902,Correct,2.7602866111391666
9_1,9,832,3.035572344952042,2.861805032103736,2.18491472552944,,3.030592111796287,3.1005640769541816,2.77386065173139,2.8507223704401494,3.0322920125603345,3.1236846970782746,3.0962525355011175,3.0426355499777014,3.1839919882934775,3.187190820367518,3.47898596924459,3.1978550148782556,2.4182011070132075,3.038912628710176,3.134041194288473,2.977317403492901,Correct,2.948688688527889
9_2,9,832,2.5548014885574513,2.491980958027614,2.3590488366603948,,2.104430043317911,2.244705592138119,2.1362208249140187,2.222505775555895,2.4755633867025097,2.284316036672767,2.314191714254922,2.199747523300783,2.236428085630838,2.4776109861876283,2.3584435897320866,2.043280313394403,2.007270535243772,2.1546406973375176,2.2514535812438248,2.4262358723611785,Correct,2.5233912232925326
9_3,9,832,2.229242569300159,2.1956748577877065,2.3982592075943554,,3.404332340522547,3.508095000589438,3.160912387871039,2.8796075824088136,2.787775645287798,2.859027740637327,2.732385942625614,2.5113804843534027,2.302748146013602,2.1990500700919067,2.890791086973633,2.188890470755484,2.907772153882401,3.3658038113888176,3.421102424753095,3.504283352682794,Correct,2.212458713543933
9_4,9,832,2.4940959973562995,2.678157890874838,2.604423604096219,,2.4179516671626007,2.218542431458533,2.478188538614885,2.230043862723778,2.2208460232619487,2.5544695244056075,3.0911571974446286,2.8686419369373315,3.236838131311192,3.2722537450784435,2.865953349456343,2.654501241097238,2.4899654981331807,2.587609952362796,2.352457937059078,2.7219414554595827,Correct,2.586126944115569
9_5,9,832,1.9804561892165704,1.9525703593183588,,,1.8684857530356904,1.9737792422593656,2.2392667087040365,2.5889189615782544,2.834594283981067,3.038126365241666,2.957290799371227,2.8358772011224764,2.659509177175621,2.733333079597028,2.872467580404644,1.7592921948899631,2.2235424001675623,2.17684685109942,2.1731093938943884,2.1263021676430145,Correct,1.9665132742674647
10_1,10,832,3.4576504727214687,3.5396158726982336,3.306163407928227,,3.59675324071544,3.571075960074858,3.343646720625959,3.603727993642932,3.6904535607868927,3.3254280118134467,3.4674731214429744,3.7142771939534502,3.903455042463205,3.2527793995320726,3.401497068895426,3.2587997283486025,3.4922135377587282,3.4602959966033944,3.611990683730753,3.705992438395426,Correct,3.498633172709851
10_2,10,832,3.218957341944132,3.4229352697638062,3.4348092737849654,,3.6146033476601924,3.501830392384211,3.5648950424037227,3.5944216543249943,3.4219936199289562,3.6513740029766057,3.7330768040462874,3.838583816107294,3.1852811719148604,3.3497834520018817,3.4159486784672373,3.5970728877129177,3.373504444860083,3.303292995841382,3.385251529559977,3.5912845881541746,Correct,3.320946305853969
10_3,10,832,3.6053585639033376,3.4176908454776878,3.549799130584089,,2.8047636814500496,2.862478261309941,2.9222495090160208,2.872317011491471,2.934552946355486,2.9853061398226477,2.9799163083303846,2.926689736945419,3.158407836762506,3.222844557253954,3.2349819410669713,3.2590363046459583,3.022271823219608,3.006445891408894,3.0586470390018654,3.2209365095075158,Correct,3.5115247046905127
10_4,10,832,3.761393815811301,3.919278383554256,3.353540654374558,,3.8692912809944855,3.780387544018738,3.538142385046318,3.418885207140446,3.412749418954584,3.665472793533297,3.759465613217795,3.5049474524871314,3.1111753327337985,3.38463439395306,3.522095984709128,3.7416339050824243,3.7445045565100714,3.4129437406098173,3.519921993886427,3.552022535888496,Correct,3.8403360996827787
10_5,10,832,3.679150267511663,3.417775969028028,3.3451623142950857,,3.3795444576032074,3.466970114063557,3.3864059518473395,3.3810716807740993,3.3473752523130362,3.310311469404818,3.40228496579466,3.1348526596685056,3.636244860274103,3.719131049724384,3.357213126035727,3.4965886168755063,3.570121266692223,3.832333090519862,3.8568912120204977,3.813266481614832,Correct,3.5484631182698454
11_1,11,832,2.9631820953625057,2.924949089027609,2.766468781383643,,2.4899183374685414,2.6256359165800824,2.824409084399722,2.80152468924302,2.95178611939749,2.59203172722998,2.5517642929243323,2.656096512781904,2.8365397618088988,2.8239184026245563,2.632057566279284,2.759521015680355,2.861017990895615,2.939060145070952,2.8902329215941838,2.795683663615014,Correct,2.9440655921950576
11_2,11,832,3.074889551880399,3.184916807306891,3.360652808013643,,2.95841450982376,3.3316811223106537,3.584415971176909,3.132124421929862,3.3311190422207293,3.363658055601984,3.4485019511354413,3.491461251671569,3.4703341653566926,3.3282769287465035,3.375391994277848,3.4152198066401063,3.4661630592872714,3.3916973628500404,3.223613949570789,3.229703444669573,Correct,3.129903179593645
11_3,11,832,3.2857553797496286,3.237417739658413,3.4248289986145446,,3.430568314396271,3.405623553515891,3.423801104034468,3.376454597893254,3.266979717899919,3.2357707441177546,3.2357707441177546,3.2290016588592696,3.2290016588592696,3.2290016588592696,3.371733985446111,3.353276446941904,3.5146656757059285,3.71791512659246,3.677269097460935,3.680701217443928,Correct,3.261586559704021
11_4,11,832,,,,,3.492449882652975,3.345037703402153,3.121514891844803,3.162525992637612,3.0522221413062334,3.59275267740907,3.5995634837731263,3.3244453392570987,3.298813247418493,3.31232934036171,4.092323961680608,3.4713142878918357,3.6189144541859406,3.5597630959803146,3.386038004973112,3.3923420327682976,Correct,
